Id_wisata,Nama Wisata,Deskripsi,Jenis Wisata,Lokasi,Ratings,TAG,Harga Tiket,Images
175,Gunung Embun,"Gunung Embun tak kalah menarik dengan Pemandangan Alam di kota-kota dataran tinggi di Indonesia yang menjadi pilihan bagi penikmat wisata alam.
Suasana yang sejuk dan asri. Embun di pagi hari seolah menebar pesona hutan belantara yang sunyi, jauh dari keriuhan hiruk-pikuk perkotaan. Udara yang terasa lembut dan dingin membasahi ranting serta aroma dedaunan.",Wisata Alam,Kabupaten Paser,4.5,Gunung,Gratis,Gunung Embun.png
176,Gunung Lumut,"Nuansanya persis seperti hamparan karpet. Mulai dari tanah, batu, hingga pepohonan, semuanya dilapisi lumut. Bahkan dahan dan ranting pohon pun tak lepas dari balutan lumut. Saking tebalnya lumut, saat menginjak batu pun terasa empuk meski agak licin. Tidak salah jika kemudian penduduk menyebutnya Gunung Lumut.
Sesuai namanya, Gunung Lumut (1.210 meter) di Kabupaten Paser, Kalimantan Timur, dipenuhi berbagai jenis lumut yang beberapa di antaranya sangat langka. Lumut bukan hanya menutupi tanah dan bebatuan, tetapi juga dahan dan ranting pepohonan karena udara di sekitarnya sangat lembap dan basah.",Wisata Alam,Kabupaten Paser,4.7,Gunung,Gratis,Gunung Lumut.png
177,Pantai Pasir Putih,Pantai yang penuh dengan indahnya pasir putih ini memberikan warna dan pesona tersendiri bagi para pengunjung. Anginnya yang sejuk dan air segar yang bewarna biru membuat mata enggan rasanya untuk berkedip.,Wisata Bahari,Kabupaten Paser,4.2,Pantai,10000,Pantai Pasir Putih.png
178,Taka Garden Paser,"Panorama Taka Garden, benar-benar seperti Taman yang bisa memberikan rasa kepuasan bahagia, tentram dan nikmat. ",Wisata Buatan,Kabupaten Paser,4.6,Taman,5000,Taka Garden Paser.png
179,Wisata Nui Sae,"Dari ketinggian puncak  Nui Sae, kata Salmin, dapat terlihat Gunung Lumut yang banyak masyarakat sekitar menyebut gunung yang terkenal sebagai surga lumut dunia. Tak hanya itu, dari ketinggian alam Nui Sae, dapat terdengar suara hewan seperti bekantan bahkan uwa-uwa yang saat ini menjadi hewan langka. “Jadi wisata alam ini benar-benar menyajikan suasana alam yang benar-benar asri dan nyaman,” ujarnya.",Wisata Alam,Kabupaten Paser,4.6,Pemandangan Alam,Gratis,Wisata Nui Sae.png
180,Taman Bunga Rozeline,"Taman Bunga Rozeline di calon ibu kota baru berhasil menarik atensi masyarakat luas. Selain karena keindahannya yang memang memukau, tempat ini juga dikabarkan menyimpan kisah cinta di baliknya. Nama Rozeline sendiri diadopsi dari identitas mendiang istri Bupati Penajam Paser Utara. Romantisasi atas kisah cinta tersebut sedikit banyak mampu memicu rasa penasaran wisatawan dari berbagai penjuru. Apalagi, secara tampilan penampakan ruang terbuka hijau ini terbilang estetis dengan aneka pohon yang tertata rapi serta payung hias cantik berwarna-warni turut melengkapi.",Wisata Buatan,Kabupaten Penajam Paser Utara,4.3,Taman,Gratis,Taman Bunga.png
181,Air Terjun Tembinus,"Obyek wisata yang sedang populer ini akan menyajikan panorama air terjun yang memiliki ketinggian sekitar 25-30 meter. Debit air yang dialirkan oleh air terjun ini pun cukup deras melewati tebing batuan yang berlapis. Pemandangan ini tentu menjadi sebuah daya tarik keindahan yang bisa memanjakan mata anda. Di Air Terjun Tembinus, anda dapat melihat kolam besar yang terbentuk secara alami dan berada di tengah bebatuan yang besar. Bebatuan tersebut menambah nuansa unik tersendiri yang membuat obyek wisata NIagara Tembinus ini semakin menarik untuk dikunjungi.",Wisata Alam,Kabupaten Penajam Paser Utara,4.5,Air terjun,Gratis,Air Terjun Tembinus Penajam.png
182,Pantai Nipah-Nipah,Pantai Nipah-Nipah ini memiliki pemandangan yang sangat indah. Banyak hal yang akan Anda dapatkan ketika berkunjung ke objek wisata ini. ,Wisata Bahari,Kabupaten Penajam Paser Utara,4.3,Pantai,10000,Pantai Nipah-Nipah Penajam.png
183,Penangkaran Rusa Penajam,"Penangkaran rusa kabupaten Penajam Paser Utara merupakan tempat penangkaran rusa asli kalimantan Timur, rusa Sambar. Memiliki luas 50 hektar yang dihuni ratusan ekor rusa. ",Wisata Edukasi,Kabupaten Penajam Paser Utara,4,Kebun binatang,5000,Penangkaran Rusa Penajam.png
184,Pantai Tanjung Jumlai,"Pantai Tanjung Jumlai adalah salah satu Pantai yang berada di Pesisir Penajam Paser Utara. Suasananya yang tenang sangat cocok untuk melepas rasa penat dan berkumpul bersama keluarga. Pengunjung mengatakan, Pantai ini mengingatkan dengan kawasan Anyer karena garis Pantainya yang panjang seperti tidak terputus. Garis Pantai ini kira-kira 1 km lebih jauhnya.",Wisata Bahari,Kabupaten Penajam Paser Utara,4.2,Pantai,10000,Pantai Tanjung Jumlai Penajam.png
185,"Ekowisata Mangrove Kampung Baru, Penajam","Kawasan wisata berupa lingkungan yang masih alami ini, menyajikan keindahan hutan lengkap dengan fauna yang hidup di sekitarnya. Tak heran jika ribuan orang silih berganti datang kemari untuk merasakan sensasi menelusuri pesona kumpulan pohon di sekitar Pantai. Anda dapat menikmatinya dengan melintasi jembatan sepanjang 400 meter yang telah disediakan. Akan menenangkan, berjalan santai di temani semilir angin khas daerah pesisir dengan suara kicauan burung yang saling bersahutan.",Wisata Alam,Kabupaten Penajam Paser Utara,4,Mangrove,10000,EMKB.png
186,Waduk Selulu,"Waduk luas yang cukup sejuk, dan Waduk Sesulu tempat mancing dan buat santai bersama keluarga",Wisata Buatan,Kabupaten Penajam Paser Utara,4.2,Kolam Pemancingan,Gratis,Waduk Sesulu Penajam.png
187,Pantai Corong,"Obyek wisata bahari yang menjadi primadona di Kabupaten Penajem Paser Utara ini mempunyai hamparan laut yang luas dan pasir yang memanjang indah di garis Pantai. Pasirnya yang tidak begitu kasar membuat para pengunjung dapat melepaskan alas kakinya dengan bebas. Deretan pohon kelapa yang tertanam di area Pantai Corong membuat suasananya pun menjadi lebih teduh. Oleh karena itu, anda tidak perlu lagi khawatir akan sinar matahari yang menyengat seperti yang ada di Pantai pada umumnya.",Wisata Bahari,Kabupaten Penajam Paser Utara,4,Pantai,10000,Pantai Corong Penajam.png
188,Titik Nol  (IKN)  Nusantara,"Titik Nol Ibu Kota Nusantara atau Titik Nol IKN adalah sebuah Monumen yang terletak di kawasan Ibu Kota Nusantara. Monumen ini dibangun pada Februari 2022 yang merupakan awal dari pembangunan Ibu Kota Nusantara dan dimaksudkan untuk menjadi bagian dari Sejarah kebangkitan Indonesia menuju ""Indonesia Emas 2045"".",Wisata Buatan,Kabupaten Penajam Paser Utara,4.7,Ibu Kota,Gratis,Titik Nol.png
189,Wisata Hutan Mangrove,"hutan Mangrove yang saat ini dikelola seluas 500 hektar. Ratusan warga dua RT di kawasan itu pun kompak menjaga Mangrove. Dari buah Mangrove itu setidaknya ada tiga jenis produk olahan yang saat ini menjadi sumber penghasilan warga Mentawir. Yaitu produk sirup Mangrove, dodol Mangrove dan pupur dingin.",Wisata Alam,Kabupaten Penajam Paser Utara,4.2,Mangrove,30000,Wisata Hutan Mangrove.png
190,Pulau Belang,"Pulau Balang ini berada dalam kawasan Teluk Balikpapan, terletak antara PPU dan Kota Balikpapan dan memiliki karakteristik tersendiri. Lokasinya pun tidak jauh dari Jembatan Pulau Balang sekarang ini.",Wisata Buatan,Kabupaten Penajam Paser Utara,3.6,Pemandangan Alam,Gratis,Pulau Belang.png
191,Gunung Parung,"Gunung Parung yang terletak di kawasan Kecamatan Sepaku, Kabupaten Penajam Paser Utara sendiri memiliki ketinggian 687 mdpl.  Anda bisa mengabadikan foto dan video saat berada di puncak dengan latar belakang keindahan panorama alam ciptaan Tuhan Yang Maha Esa.",Wisata Alam,Kabupaten Penajam Paser Utara,5,Gunung,Gratis,Gunung Parung.png
192,Teluk Balikpapan,"Teluk Balikpapan adalah sebuah teluk kecil di Indonesia, dekat dekat Pulau Kalimantan ke kota Balikpapan, Kalimantan Timur, Indonesia. Perusahaan Indonesia Pertamina memiliki kilang minyak terbesarnya di tepi timur teluk. ",Wisata Alam,Kabupaten Penajam Paser Utara,4.3,Teluk,Gratis,Teluk Balikpapan.png
193,Goa Tolu Liang,"Balikpapan saat ini memiliki banyak destinasi wisata yang wajib dikunjungi salah satunya adalah Goa Tolu Liang. Goa ini memiliki pesona yang indah dengan stalaktit dan stalakmit yang menghias di dinding goa. Jika ingin pergi ke goa penuh pesona ini, Anda harus pergi ke lokasi di Desa Labangka, Penajam Paser Utara. Goa yang terletak di Balikpapan ini memiliki pesona yang tiada duanya. Jika pergi ke tempat wisata bahari ini, Anda akan menemukan sebuah goa yang indah dengan tangga yang berasal dari kayu ulin.",Wisata Alam,Kabupaten Penajam Paser Utara,3,Goa,Gratis,Goa Tolu Liang.png
194,Islamic Center Samarinda,"Masjid ini merupakan masjid terbesar ketiga di Indonesia setelah Masjid Agung Surabaya di Surabaya. Dengan latar depan berupa tepian sungai Mahakam, masjid ini memiliki menara dan kubah besar yang berdiri tegak.",Wisata Religi,Kota Samarinda,4.8,Tempat Ibadah,Gratis,MIC.png
195,Wisata Budaya Pampang,Selama berada di sini pengunjung juga bisa berinteraksi langsung dengan warga desa Pampang yang merupakan suku asli Dayak. Selain itu wisatawan juga bisa terjun langsung melihat dan mempelajari keseharian masyarakat di desa budaya tersebut.,Wisata Budaya,Kota Samarinda,4.6,Budaya,15000,Desa Pampang.png
196,Taman Tepian Mahakam Samarinda,"Taman menarik yang berada di Samarinda yang berada persis di pinggir Sungai Mahakam bagian utara, dengan pemandangan indah sungai besar dan berbagai macam kuliner khas.",Wisata Kuliner,Kota Samarinda,4.4,Taman,Gratis,Taman Tepian Mahakam.png
197,Air Terjun Pinang Seribu,"Air Terjun Pinang Seribu merupakan air terjun yang tidak terlalu tinggi. Ketinggian Air Terjun Pinang Seribu sekitar 5 meter, dengan kemiringan hanya 45 derajat. Airnya sangat jernih, namun di waktu-waktu tertentu kondisi airnya berubah kecoklat-coklatan. View di sekitar air terjun di dominasi bebatuan besar.",Wisata Alam,Kota Samarinda,4,Air Terjun,20000,Air Terjun Pinang.png
198,Kampung Tenun Cagar Budaya Kalimantan,Disini anda dapat menyaksikan proses pembuatan kain tenun yang sangat unik. Membutuhkan proses yang sangat lama dan kesabaran yang ekstra untuk membuat selembar kain tenun khas Samarinda ini. Anda juga dapat berinteraksi langsung dengan para pengrajin yang membuat kain tenun.,Wisata Buatan,Kota Samarinda,4.4,Oleh-Oleh,Gratis,Kampung Tenun.png
199,Mahakam Lampion Garden,"Taman ramai dengan air mancur, lentera yang menyala di malam hari, kedai makanan, dan wahana anak-anak.",Wisata Buatan,Kota Samarinda,4.4,Taman,15000,MLG.png
200,Kali Tanah Merah,"Air terjun pertama kali ditemukan di Kota Samarinda ini, sejak tahun 1975 silam dan Tahun 1989 ditetapkan sebagai objek wisata oleh masyarakat. Tempat ini merupakan pilihan tepat bagi wisata keluarga karena dilengkapi pendopo istirahat, tempat berteduh dengan pohon peneduh di sekitar lokasi, warung, areal parkir kendaraan yang luas, pentas terbuka dan tempat pemandian.",Wisata Alam,Kota Samarinda,3.7,Air Terjun,5000,Kali Tanah Merah.png
201,Air Terjun Berambai,"Di Berambai, pengunjung bisa merasakan udara yang sejuk karena ada percikan air dan hembusan angin yang membuat suasana menjadi semakin syahdu. Banyak orang pergi ke tempat ini untuk relaksasi diri karena hiruk pikuk kota.",Wisata Alam,Kota Samarinda,4.2,Air Terjun,15000,Air Terjun Berambai.png
202,Air Mancur Patung Pesut,"Salah satu Taman di tepi sungai mahakam samarinda yang terdapat beberapa spot yang pasti untuk menikmati pemandangan sungai mahakam samarinda,ada patung pesut yang mengingatkan akan identitas sungai mahakam.
dimalam hari menjadi tempat berjualan berbagai macam jajanan, tempat nongkrong dan menghabiskan waktu. ",Wisata Buatan,Kota Samarinda,4.3,Taman,Gratis,Air Mancur.png
203,Teluk Lerong Garden,Teluk Lerong Garden merupakan salah satu icon baru Kota Samarinda. Taman ini mulai dibuka untuk umum sekitar Oktober 2014 lalu.,Wisata Buatan,Kota Samarinda,4.1,Taman,Gratis,Teluk Lerong Garden.png
204,Taman Samarendah,"Taman Samarendah adalah sebuah Taman yang berada di pusat Kota Samarinda, Provinsi Kalimantan Timur. Nama Taman ini berasal dari penyebutan orang-orang terdahulu yang menyebut Samarinda menjadi Samarendah. Menurut versi Pemkot Samarinda, arti sebenarnya adalah Taman yang tampak samar-samar dari kejauhan tapi indah dipandang",Wisata Buatan,Kota Samarinda,4.3,Taman,Gratis,Taman Samarendah.png
205,Jungel Water World,"Wisata keluarga di tengah dedaunan tropis dengan Taman bermain air, kolam renang, seluncuran, dan berperahu.",Wisata Buatan,Kota Samarinda,3.9,Kolam Renang,70000,Jungle Water World.png
206,Bendungan Benanga Lempake,Waduk Benanga Lempake alias Bendungan Lempake yang dianggap sebagai salah satu garda utama dalam pencegahan banjir di Samarinda,Wisata Buatan,Kota Samarinda,4.2,Bendungan,Gratis,Bendungan Benanga.png
207,Kolam Wisata Tjiu Palace,"Tjiu Palace ini merupakan kolam pemancingan di Samarinda yang disebut-sebut sebagai pemancingan terbaik di kota ini. Tak hanya ukuran kolamnya saja yang luas, kamu juga bisa menjumpai view menenangkan dari lingkungan sekitar lokasi wisata ini.",Wisata Buatan,Kota Samarinda,4.2,Tempat Pemancingan,15000,Kolam Wisata.png
208,Jessica Water Park,"Jessica waterpark menjadi pilihan terbaik untuk berlibur bersama keluarga. Karena wahana yang menarik dan pastinya area Taman bermain ini dikelola dengan baik. Pengelolaan yang baik menjadikan tempat bersih, nyaman, dan aman.",Wisata Buatan,Kota Samarinda,4,Kolam Renang,40000,Jessica Water Park.png
209,Stadion Utama Kaltim,"Stadion Utama Kaltim atau sering disebut pula Stadion Utama Palaran adalah sebuah stadion serbaguna di Kota Samarinda, Kalimantan Timur yang merupakan bagian dari kompleks olahraga Kompleks Stadion Utama Kaltim. Dibuka pada tahun 2008, stadion multifungsi ini memiliki kapasitas sebesar 35 ribu penonton.",Wisata Buatan,Kota Samarinda,3.9,Stadion,Gratis,Stadion Utama.png
210,Rumah Ulin Arya,"Burung, reptil, dan mamalia dipamerkan di pusat pengunjung hutan dengan area bermain & kolam renang.",Wisata Buatan,Kota Samarinda,4.5,Kolam Renang,70000,Rumah Ulin Arya.png
211,Bukit Steling Selili Samarinda,"Terbentang luas nan panjangnya Sungai Mahakam, seakan-akan membelah Kota Samarinda jika dilihat dari atas Bukit Steling Selili yang beralamat di Kelurahan Selili, Kecamatan Samarinda Ilir.",Wisata Alam,Kota Samarinda,4.5,Pemandangan Alam,10000,Bukit Steling Selili Samarinda.png
212,Bukit Batu Putih,Wisata ini memberikan panorama yang sangat cantik di salah sudut kota Samarinda. Panorama ini semakin menawan apabila wisatawan mengunjunginya pada malam hari. Lampu-lampu kota Tepian menyala bagaikan kunang-kunang yang menemani syahdunya malam itu.,Wisata Alam,Kota Samarinda,4.6,Pemandangan Alam,10000,Bukit Batu Putih.png
213,Museum Samarinda,"Museum Samarinda salah satu objek wisata untuk mengenal sejarah dan kebudayaan Kota Tepian Samarinda, Kalimantan Timur. Museum ini memiliki beragam koleksi unik dan gedung dengan karya seni terbaik.",Wisata Buatan,Kota Samarinda,4.3,Museum,Gratis,Museum Samarinda.png
214,Arboretum Sempaja,"Arboretum dibangun sebagai tempat pelestarian sumber plasma nuftah untuk mendukung kegiatan penelitian, sarana pendidikan dan  pelatihan  serta  sebagai  sarana  rekreasi,  juga  berfungsi sebagai  areal konservasi ex-situ dalam hal koleksi jenis dan sebagai sarana untuk memperkenalkan jenis-jenis pohon kepada masyarakat luas.",Wisata Edukasi,Kota Samarinda,4.4,Pelestarian,35000,Arboretum Sempaja.png
215,Taman Sejati Samarinda,Taman wisata alam Samarinda ini dipercantik dengan adanya berbagai bunga warna-warni yang menampak kesan indah dan alami. Beberapa spot foto dari tanaman juga menjadi incaran bagi para remaja khususnya dan pengunjung lainnya.,Wisata Buatan,Kota Samarinda,4.2,Taman,5000,Taman Sejati Samarinda.png
216,Waterpark Kingdom Animalia CitraLand,Wahana permainan air untuk keluarga,Wisata Buatan,Kota Samarinda,4.2,Kolam Renang,15000,Waterpark.png
217,Masjid Raya Darussalam,"Masjid ini berada di tengah-tengah Kota Samarinda. Ciri yang mudah dilihat adalah, masjid ini memiliki 1 kubah besar dan beberapa kubah kecil yang berdampingan dengan kubah besar yang berwarna hijau dan memiliki 4 buah menara. Masjid ini berada di sisi Sungai Mahakam.",Wisata Religi,Kota Samarinda,4.8,Tempat Ibadah,Gratis,Masjid Raya Darussalam.png
218,Penangkaran Buaya Makroman,"Semua jenis buaya yang ada di dalam penangkaran ini, adalah jenis buaya yang bisa ditemui di berbagai sungai yang ada di Kalimantan Timur dan juga di beberapa daerah lain di Indonesia, Ada banyak buaya yang bisa anda lihat kalau sedang berkunjung ke penangkaran Makroman. Penangkaran ini tidak hanya mengembangbiakkan satu jenis buaya, namun beberapa jenis buaya.",Wisata Buatan,Kota Samarinda,4.3,Kebun Binatang,15000,Penangkaran Buaya Makroman.png
219,Taman Salma Shofa Samarinda,"Taman Salma Shofa adalah Taman rekreasi andalan di Samarinda yang cocok untuk keluarga. Keunikan dari Taman ini yaitu perpaduan antara ruang terbuka hijau dengan beragam wahana yang ada di dalamya. Berbagai wahana permainan tersaji di tempat ini, mulai dari kolam renang hingga area bersantai dengan pemandangan yang asri. Tempatnya juga sangat luas sehingga wisatawan bisa puas berekreasi di Taman ini.",Wisata Buatan,Kota Samarinda,4.3,Taman,25000,Taman Salma.png
220,Naureen Mini Garden,"Naureen Mini Garden menyediakan daya tarik seperti Taman bunga, peternakan lebah, telaga pemancingan, ikan koi dan nila, untuk terapi kaki yang ada di kolam serta sajian kuliner di gazebo maupun di kios tersedia.",Wisata Buatan,Kota Samarinda,4.5,Taman,10000,Naureen Mini Garden.png
221,Kampung Ketupat,Kampung ketupat merupakan salah satu tujuan wisata yang mana hampir seluruh warga masyarakatnya membuat kulit ketupat. Ini  menjadi salah satu daya tarik tersendiri untuk menjadi basis wisata edukasi. ,Wisata Edukasi,Kota Samarinda,4.5,Kampung,15000,Kampung Ketupat.png
222,Taman Budaya Samarinda,Taman Budaya Samarinda salah satu destinasi yang unik untuk mengenal kebudayaan yang ada di Kalimantan Timur. Taman ini sering menjadi rumah bagi pentas seni dan memiliki gedung-gedung yang unik.,Wisata Buatan,Kota Samarinda,4.4,Taman,25000,Taman Budaya Samarinda.png
223,Ladang Budaya Tenggarong,"Ladaya Tenggarong dikelola oleh Yayasan Lanjong dan di dalamnya dilengkapi berbagai wahana menarik mulai dari outbound, mini zoo alias kebun binatang mini, paintball, aula, hingga fasilitas penginapan yang dinamakan Rumah Odah Rehat (rumah kayu dengan atap menjuntai).",Wisata Buatan,Kota Samarinda,4.4,Taman,10000,Ladang Budaya.png
224,Bukit Selili,"Bukit Selili juga merupakan tempat bersejarah karena memiliki bekas-bekas peninggalan sejarah zaman penjajahan belanda dan Jepang. Di antaranya adalah bekas landasan pesawat terbang dan gua bungker. Menurut penuturan warga, gunung Selili dijadikan benteng pertahanan karena posisinya cukup strategis untuk melakukan pengintaian ke arah hilir sungai mahakam",Wisata Alam,Kota Samarinda,4.6,Pemandangan Alam,10000,Bukit Selili.png
225,Wisata Sawah Betapus,"Ini lokasi sawah, diberi nama Betapus, walau berada di perkotaan ibu kota Provinsi Kalimantan Timur, tempatnya sangat asyik dan nyaman untuk disinggahi. ",Wisata Alam,Kota Samarinda,4.4,Pemandangan Alam,Gratis,Wisata Sawah Betapus.png
226,Tempat wisata Pemandian Serayu,"Tempat ini merupakan sebuah pemandian yang menyediakan kolam renang dan sudah berdiri sejak tahun 2017. Secara sekilas pemandian ini tidak jauh berbeda dengan tempat pemandian umum yang mungkin sering Anda temukan di kota-kota besar.
Hanya saja, hal yang sedikit membedakan di tempat ini adalah pengunjung bisa berenang sambil menikmati pemandangan indah di sekitarnya. Perlu diketahui bahwa Pemandian Serayu Lestari ada di Kawasan Tanah Merah, Kota Samarinda sehingga beberapa tampilan pegunungan cukup jelas terlihat di sini.",Wisata Buatan,Kota Samarinda,4.4,Kolam Renang,20000,Pemandian Serayu.png
227,Flyover Air Hitam,Jembatan layang atau Fly over yang menghubungkan Jalan Aw. Syahranie dengan Jalan Ir Juanda,Wisata Buatan,Kota Samarinda,4.3,Jembatan,Gratis,Flyover Air Hitam.png
228,Wisata Tebing Lonceng,"Tebing Lonceng menawarkan panorama kota dari ketinggian. Jika hari masih terang, kamu dapat melihat kesibukan kehidupan di kota semisal kapal tongkang yang hilir mudik hingga deretan rumah penduduk. Tentunya kalau kamu datang di malam hari, maka pemandangan aktivitas kota akan digantikan dengan hamparan lampu yang seperti kunang-kunang.",Wisata Buatan,Kota Samarinda,4.4,Taman,10000,Wisata Tebing Lonceng.png
229,Jembatan Mahakam Kembar,"Jembatan yang menghubungkan Samarinda Kota dengan Samarinda Seberang di Kota Samarinda, Kalimantan Timur, Indonesia. Jembatan sepanjang 220 meter ini juga dikenal dengan sebutan Jembatan Kembar karena lokasinya yang persis berada di sisi Jembatan Mahakam/ Jembatan Mahkota I.",Wisata Buatan,Kota Samarinda,4.5,Jembatan,Gratis,Jembatan Mahakam Kembar.png
230,Museum Mulawarman,"Museum ini merupakan bekas istana dari Kesultanan Kutai Kartanegara yang dibangun pada tahun 1936 dan diresmikan sebagai Museum Kutai pada tanggal 25 November 1971 oleh Gubernur Abdoel Wahab Sjahranie, lalu diserahterimakan kepada Departemen Pendidikan dan Kebudayaan tanggal 18 Februari 1976 dan berganti nama menjadi Museum Negeri Provinsi Kalimantan Timur ""Mulawarman""",Wisata Edukasi,Kota Samarinda,4.4,Museum,15000,Museum Mulawarman.png
231,Puncak Samarinda,"Puncak Samarinda sendiri yaitu sekitar 260 meter diatas permukaan laut (mdpl). Bagi Anda yang senang berwisata dengan alam atau hobi mendaki gunung, Puncak ini bisa menjadi destinasi yang wajib dicoba. Menurut warga sekitar, Puncak ini mengandung nilai mistis. Ada dan tidaknya kabut indah disini tergantung dari perbuatan masing-masing pendaki.",Wisata Alam,Kota Samarinda,4.2,Pemandangan Alam,10000,Puncak Samarinda.png
232,Jembatan Mahakam Ulu,"Jembatan Mahakam Ulu (disingkat Mahulu) adalah sebuah jembatan yang menghubungkan kelurahan Loa Buah, Sungai Kunjang dengan kelurahan Sengkotek, Samarinda Seberang di Kota Samarinda, Kalimantan Timur, Indonesia. Jembatan yang membentang di atas aliran sungai Mahakam ini memiliki panjang keseluruhan sekitar 799 meter.",Wisata Buatan,Kota Samarinda,4.2,Jembatan,Gratis,Jembatan Mahakam Ulu.png
233,Kolam Pemandian Serayu Lestari,Pemandian Serayu Lestari menjadi obyek wisata recomended untuk di kunjungi. Bukan tanpa alasan melainkan wisata rekreasi ini menawarkan kelengkapan fasilitas sebagai penunjang keseruan. Bila dicermati konsep destinasi memang begitu terasa dengan pilihan wahana yang sangat lengkap.,Wisata Buatan,Kota Samarinda,4.4,Kolam Renang,30000,Kolam Pemandian.png
234,Wisata Taman Lembah Hijau,Taman Rekreasi Lembah Hijau merupakan salah satu obyek wisata yang banyak dikunjungi oleh wisatawan. Obyek wisata ini merupakan perpaduan wisata alam dengan berbagai sajian atraksi yang disediakan.,Wisata Buatan,Kota Samarinda,4.2,Kolam Renang,5000,Wisata Taman.png
235,Puncak Steling,Bukit Steling akan terlihat indahnya warna warni lampu pijar jembatan atau kelip cahaya lampu bangunan yang berada di kejauhan. Konon menurut warga setempat bukit cantik ini pernah menjadi pos pantau tentara Belanda.,Wisata Buatan,Kota Samarinda,4.6,Pemandangan Alam,10000,Bukit Steling.png
236,Kebun Raya Samarinda,"Koleksi flora dan fauna yang ada di Kebun Raya Samarinda ini cukup banyak, ada 24 jenis satwa termasuk yang dilindungi diantaranya adalah buaya, kancil, kuda, orang utan, kuda, elang kepala putih, monyet ekor panjang, burung merak, ular python dan masih banyak lagi hewan lainnya yang menghuni Kebun Raya Samarinda ini. Flora yang ada di tempat ini cukup banyak yaitu terdiri dari pepohonan dan bunga-bunga seperti anggrek hitam yang langka, sebagaian tanaman tersebut dimasukan dalam Museum untuk edukasi tanaman-tanaman yang sudah jarang ditemui, sedangkan sebagian lainnya ditanam dilokasi.",Wisata Edukasi,Kota Samarinda,3.6,Kebun Binatang Raya,15000,Kebun Raya Samarinda.png
237,Kebun Ndesa Tanah Merah,"Pemandangan Kebun Desa masih terasa alami, sejuk, dan hijau karena banyaknya pepohonan.Kebun Desa menawarkan objek wisata pemancingan dan kolam renang (termasuk atraksi mandi salju), tempat berkemah, agrowisata, dan wahana sepeda air.",Wisata Buatan,Kota Samarinda,4.2,Kolam Renang,25000,Kebun Ndesa Tanah Merah.png
238,Dermaga Kapal Wisata Sungai Mahakam,"Rute yang tersedia saat ini berangkat dari dermaga Pasar Pagi, meliputi perjalanan ke Tenggarong, Kutai Lama dan Seputar Samarinda. Rute ke Tenggarong ditempuh dengan waktu perjalanan 5 jam bolak-balik, ditambah dengan wisata ke Pulau Kemala selama 2 jam. Untuk rute Desa Kutai Lama, perjalanan kapal membutuhkan waktu sekitar 3 jam ditambah 2 jam rekreasi di Kutai Lama.  Sementara,  rute seputar Samarinda hanya perlu waktu 3 jam saja dari jam 5 sore hingga jam 7 malam setiap Sabtu dan Minggu. Sangat sempurna untuk dilakukan sambil menikmati saat-saat matahari tenggelam.
",Wisata Bahari,Kota Samarinda,4.3,Pemandangan Alam ,50000,Dermaga.png
239,Kebun Desa,"fasilitas tiga kolam renang dengan fasilitas lain di antaranya agrowisata, wahana sepeda air, dan arena memancing.",Wisata Buatan,Kota Samarinda,4.6,Pemandangan Alam,25000,Kebun Desa.png
240,Bukit Ilalang Palaran,"Bukit Ilalang Palaran ini berlokasi di atas ketinggian bukit, wisata alam ini menyajikan keindahan pesona alam yang luar biasa dan tidak ada duanya. Jika cuaca sedang cerah dan tidak berawan, Anda dapat melihat pemandangan siluet beberapa gunung yang berjejer. Keindahan panorama alam yang tersaji dari rangkaian gunung ini akan semakin indah jika Anda melihatnya pada pagi atau sore hari, yaitu saat matahari terbit atau saat matahari terbenam. Pada saat itu, warna langit melengkapi panorama keindahan yang dapat membuat Anda takjub ketika melihat.",Wisata Alam,Kota Samarinda,3.9,Pemandangan Alam,Gratis,Bukit Ilalang.png
241,Bukit Biru Samarinda,Spot terbaik yang ditawarkannya adalah senja kawan. Senja kawan merupakan salah satu kondisi permukaan bawah bukit yang tertutupi oleh awan. Hal inilah yang menjadi alasan banyaknya fotografer mengabadikan momen melalui gambar atau video.,Wisata Alam,Kota Samarinda,4.5,Pemandangan Alam,5000,Bukit Biru Samarinda.png
242,Sungai Mahakam," Sungai dengan panjang sekitar 920 km ini melintasi wilayah Kabupaten Kutai Barat di bagian hulu, hingga Kabupaten Kutai Kartanegara dan Kota Samarinda di bagian hilir. Di sungai hidup spesies mamalia ikan air tawar yang terancam punah, yakni Pesut Mahakam. Sungai Mahakam sejak dulu hingga saat ini memiliki peranan penting dalam kehidupan masyarakat di sekitarnya sebagai sumber air, potensi perikanan maupun sebagai prasarana transportasi.",Wisata Alam,Kota Samarinda,4.4,Pemandangan Alam,Gratis,Sungai Mahakam.png
243,Jam Bentong Tenggarong,Jam Bentong (dalam bahasa Kutai) atauJam Besarmerupakan Monumen petunjuk waktu yang menjadi ikon Kota Tenggarong dilengkapi Taman bunga yang rapih. ,Wisata Buatan,Kota Samarinda,4.1,Ikon Kota,Gratis,Jam Bentong Tenggarong.png
