Id_wisata,Nama Wisata,Deskripsi,Jenis Wisata,Lokasi,Ratings,TAG,Harga Tiket
185,"Ekowisata Mangrove Kampung Baru, Penajam","Kawasan wisata berupa lingkungan yang masih alami ini, menyajikan keindahan hutan lengkap dengan fauna yang hidup di sekitarnya. Tak heran jika ribuan orang silih berganti datang kemari untuk merasakan sensasi menelusuri pesona kumpulan pohon di sekitar pantai. Anda dapat menikmatinya dengan melintasi jembatan sepanjang 400 meter yang telah disediakan. Akan menenangkan, berjalan santai di temani semilir angin khas daerah pesisir dengan suara kicauan burung yang saling bersahutan.",WISATA ALAM,Kabupaten Penajam Paser Utara,4,Mangrove,10000
186,Waduk SESULU,"Waduk luas yang cukup sejuk, dan Waduk Sesulu tempat mancing dan buat santai bersama keluarga",WISATA BUATAN,Kabupaten Penajam Paser Utara,4.2,Kolam Pemancingan,Gratis
187,Pantai Corong,"Obyek wisata bahari yang menjadi primadona di Kabupaten Penajem Paser Utara ini mempunyai hamparan laut yang luas dan pasir yang memanjang indah di garis pantai. Pasirnya yang tidak begitu kasar membuat para pengunjung dapat melepaskan alas kakinya dengan bebas. Deretan pohon kelapa yang tertanam di area Pantai Corong membuat suasananya pun menjadi lebih teduh. Oleh karena itu, anda tidak perlu lagi khawatir akan sinar matahari yang menyengat seperti yang ada di pantai pada umumnya.",WISATA BAHARI,Kabupaten Penajam Paser Utara,4,Pantai,10000
188,Titik Nol  (IKN)  Nusantara,"Titik Nol Ibu Kota Nusantara atau Titik Nol IKN adalah sebuah monumen yang terletak di kawasan Ibu Kota Nusantara. Monumen ini dibangun pada Februari 2022 yang merupakan awal dari pembangunan Ibu Kota Nusantara dan dimaksudkan untuk menjadi bagian dari Sejarah kebangkitan Indonesia menuju ""Indonesia Emas 2045"".",WISATA BUATAN,Kabupaten Penajam Paser Utara,4.7,Ibu Kota,Gratis
189,Wisata Hutan Mangrove,"hutan mangrove yang saat ini dikelola seluas 500 hektar. Ratusan warga dua RT di kawasan itu pun kompak menjaga mangrove. Dari buah mangrove itu setidaknya ada tiga jenis produk olahan yang saat ini menjadi sumber penghasilan warga Mentawir. Yaitu produk sirup mangrove, dodol mangrove dan pupur dingin.",WISATA ALAM,Kabupaten Penajam Paser Utara,4.2,Mangrove,30000
190,Pulau Belang,"Pulau Balang ini berada dalam kawasan Teluk Balikpapan, terletak antara PPU dan Kota Balikpapan dan memiliki karakteristik tersendiri. Lokasinya pun tidak jauh dari Jembatan Pulau Balang sekarang ini.",WISATA BUATAN,Kabupaten Penajam Paser Utara,3.6,Pemandangan Alam,Gratis
191,Gunung Parung,"Gunung Parung yang terletak di kawasan Kecamatan Sepaku, Kabupaten Penajam Paser Utara sendiri memiliki ketinggian 687 mdpl.  Anda bisa mengabadikan foto dan video saat berada di puncak dengan latar belakang keindahan panorama alam ciptaan Tuhan Yang Maha Esa.",WISATA ALAM,Kabupaten Penajam Paser Utara,5,Gunung,Gratis
192,Teluk Balikpapan,"Teluk Balikpapan adalah sebuah teluk kecil di Indonesia, dekat dekat Pulau Kalimantan ke kota Balikpapan, Kalimantan Timur, Indonesia. Perusahaan Indonesia Pertamina memiliki kilang minyak terbesarnya di tepi timur teluk. ",WISATA ALAM,Kabupaten Penajam Paser Utara,4.3,Teluk,Gratis
193,Goa tolu liang,"Balikpapan saat ini memiliki banyak destinasi wisata yang wajib dikunjungi salah satunya adalah Goa Tolu Liang. Goa ini memiliki pesona yang indah dengan stalaktit dan stalakmit yang menghias di dinding goa. Jika ingin pergi ke goa penuh pesona ini, Anda harus pergi ke lokasi di Desa Labangka, Penajam Paser Utara. Goa yang terletak di Balikpapan ini memiliki pesona yang tiada duanya. Jika pergi ke tempat wisata bahari ini, Anda akan menemukan sebuah goa yang indah dengan tangga yang berasal dari kayu ulin.",WISATA ALAM,Kabupaten Penajam Paser Utara,3,Goa,Gratis
194,Islamic Center Samarinda,"Masjid ini merupakan masjid terbesar ketiga di Indonesia setelah Masjid Agung Surabaya di Surabaya. Dengan latar depan berupa tepian sungai Mahakam, masjid ini memiliki menara dan kubah besar yang berdiri tegak.",WISATA RELIGI,Kota Samarinda,4.8,Tempat Ibadah,Gratis
195,Wisata Budaya Pampang,Selama berada di sini pengunjung juga bisa berinteraksi langsung dengan warga desa Pampang yang merupakan suku asli Dayak. Selain itu wisatawan juga bisa terjun langsung melihat dan mempelajari keseharian masyarakat di desa budaya tersebut.,WISATA BUDAYA,Kota Samarinda,4.6,Budaya,15000
196,Taman Tepian Mahakam Samarinda,"Taman menarik yang berada di Samarinda yang berada persis di pinggir Sungai Mahakam bagian utara, dengan pemandangan indah sungai besar dan berbagai macam kuliner khas.",WISATA KULINER,Kota Samarinda,4.4,Taman,Gratis
197,Air Terjun Pinang Seribu,"Air Terjun Pinang Seribu merupakan air terjun yang tidak terlalu tinggi. Ketinggian Air Terjun Pinang Seribu sekitar 5 meter, dengan kemiringan hanya 45 derajat. Airnya sangat jernih, namun di waktu-waktu tertentu kondisi airnya berubah kecoklat-coklatan. View di sekitar air terjun di dominasi bebatuan besar.",WISATA ALAM,Kota Samarinda,4,Air Terjun,20000
198,Kampung Tenun Cagar Budaya Kalimantan,Disini anda dapat menyaksikan proses pembuatan kain tenun yang sangat unik. Membutuhkan proses yang sangat lama dan kesabaran yang ekstra untuk membuat selembar kain tenun khas Samarinda ini. Anda juga dapat berinteraksi langsung dengan para pengrajin yang membuat kain tenun.,WISATA BUATAN,Kota Samarinda,4.4,Oleh-Oleh,Gratis
199,Mahakam Lampion Garden,"Taman ramai dengan air mancur, lentera yang menyala di malam hari, kedai makanan, dan wahana anak-anak.",WISATA BUATAN,Kota Samarinda,4.4,Taman,15000
200,Kali Tanah Merah,"Air terjun pertama kali ditemukan di Kota Samarinda ini, sejak tahun 1975 silam dan Tahun 1989 ditetapkan sebagai objek wisata oleh masyarakat. Tempat ini merupakan pilihan tepat bagi wisata keluarga karena dilengkapi pendopo istirahat, tempat berteduh dengan pohon peneduh di sekitar lokasi, warung, areal parkir kendaraan yang luas, pentas terbuka dan tempat pemandian.",WISATA ALAM,Kota Samarinda,3.7,Air Terjun,5000
201,Air Terjun Berambai,"Di Berambai, pengunjung bisa merasakan udara yang sejuk karena ada percikan air dan hembusan angin yang membuat suasana menjadi semakin syahdu. Banyak orang pergi ke tempat ini untuk relaksasi diri karena hiruk pikuk kota.",WISATA ALAM,Kota Samarinda,4.2,Air Terjun,15000
202,"Air Mancur - Patung Pesut, Tepian","Salah satu taman di tepi sungai mahakam samarinda yang terdapat beberapa spot yang pasti untuk menikmati pemandangan sungai mahakam samarinda,ada patung pesut yang mengingatkan akan identitas sungai mahakam.
dimalam hari menjadi tempat berjualan berbagai macam jajanan, tempat nongkrong dan menghabiskan waktu. ",WISATA BUATAN,Kota Samarinda,4.3,Taman,Gratis
203,Teluk Lerong Garden,Teluk Lerong Garden merupakan salah satu icon baru Kota Samarinda. Taman ini mulai dibuka untuk umum sekitar Oktober 2014 lalu.,WISATA BUATAN,Kota Samarinda,4.1,Taman,Gratis
204,Taman Samarendah,"Taman Samarendah adalah sebuah taman yang berada di pusat Kota Samarinda, Provinsi Kalimantan Timur. Nama taman ini berasal dari penyebutan orang-orang terdahulu yang menyebut Samarinda menjadi Samarendah. Menurut versi Pemkot Samarinda, arti sebenarnya adalah taman yang tampak samar-samar dari kejauhan tapi indah dipandang",WISATA BUATAN,Kota Samarinda,4.3,Taman,Gratis
205,JUNGLE Water World,"Wisata keluarga di tengah dedaunan tropis dengan taman bermain air, kolam renang, seluncuran, dan berperahu.",WISATA BUATAN,Kota Samarinda,3.9,Kolam Renang,70000
206,Bendungan Benanga Lempake,Waduk Benanga Lempake alias Bendungan Lempake yang dianggap sebagai salah satu garda utama dalam pencegahan banjir di Samarinda,WISATA BUATAN,Kota Samarinda,4.2,Bendungan,Gratis
207,Kolam Wisata Tjiu Palace,"Tjiu Palace ini merupakan kolam pemancingan di Samarinda yang disebut-sebut sebagai pemancingan terbaik di kota ini. Tak hanya ukuran kolamnya saja yang luas, kamu juga bisa menjumpai view menenangkan dari lingkungan sekitar lokasi wisata ini.",WISATA BUATAN,Kota Samarinda,4.2,Tempat Pemancingan,15000
208,Jessica Water Park,"Jessica waterpark menjadi pilihan terbaik untuk berlibur bersama keluarga. Karena wahana yang menarik dan pastinya area taman bermain ini dikelola dengan baik. Pengelolaan yang baik menjadikan tempat bersih, nyaman, dan aman.",WISATA BUATAN,Kota Samarinda,4,Kolam Renang,40000
209,Stadion Utama Kaltim,"Stadion Utama Kaltim atau sering disebut pula Stadion Utama Palaran adalah sebuah stadion serbaguna di Kota Samarinda, Kalimantan Timur yang merupakan bagian dari kompleks olahraga Kompleks Stadion Utama Kaltim. Dibuka pada tahun 2008, stadion multifungsi ini memiliki kapasitas sebesar 35 ribu penonton.",WISATA BUATAN,Kota Samarinda,3.9,Stadion,Gratis
210,Rumah Ulin Arya,"Burung, reptil, dan mamalia dipamerkan di pusat pengunjung hutan dengan area bermain & kolam renang.",WISATA BUATAN,Kota Samarinda,4.5,Kolam Renang,70000
211,Bukit Steling Selili Samarinda,"Terbentang luas nan panjangnya Sungai Mahakam, seakan-akan membelah Kota Samarinda jika dilihat dari atas Bukit Steling Selili yang beralamat di Kelurahan Selili, Kecamatan Samarinda Ilir.",WISATA ALAM,Kota Samarinda,4.5,Pemandangan Alam,10000
212,Bukit Batu Putih,Wisata ini memberikan panorama yang sangat cantik di salah sudut kota Samarinda. Panorama ini semakin menawan apabila wisatawan mengunjunginya pada malam hari. Lampu-lampu kota Tepian menyala bagaikan kunang-kunang yang menemani syahdunya malam itu.,WISATA ALAM,Kota Samarinda,4.6,Pemandangan Alam,10000
213,Museum Samarinda,"Museum Samarinda salah satu objek wisata untuk mengenal sejarah dan kebudayaan Kota Tepian Samarinda, Kalimantan Timur. Museum ini memiliki beragam koleksi unik dan gedung dengan karya seni terbaik.",WISATA BUATAN,Kota Samarinda,4.3,Museum,Gratis
214,Arboretum Sempaja,"Arboretum dibangun sebagai tempat pelestarian sumber plasma nuftah untuk mendukung kegiatan penelitian, sarana pendidikan dan  pelatihan  serta  sebagai  sarana  rekreasi,  juga  berfungsi sebagai  areal konservasi ex-situ dalam hal koleksi jenis dan sebagai sarana untuk memperkenalkan jenis-jenis pohon kepada masyarakat luas.",WISATA EDUKASI,Kota Samarinda,4.4,Pelestarian,35000
215,Taman Sejati Samarinda,Taman wisata alam Samarinda ini dipercantik dengan adanya berbagai bunga warna-warni yang menampak kesan indah dan alami. Beberapa spot foto dari tanaman juga menjadi incaran bagi para remaja khususnya dan pengunjung lainnya.,WISATA BUATAN,Kota Samarinda,4.2,Taman,5000
216,Waterpark Kingdom Animalia @CitraLand,Wahana permainan air untuk keluarga,WISATA BUATAN,Kota Samarinda,4.2,Kolam Renang,15000
217,Masjid Raya Darussalam,"Masjid ini berada di tengah-tengah Kota Samarinda. Ciri yang mudah dilihat adalah, masjid ini memiliki 1 kubah besar dan beberapa kubah kecil yang berdampingan dengan kubah besar yang berwarna hijau dan memiliki 4 buah menara. Masjid ini berada di sisi Sungai Mahakam.",WISATA RELIGI,Kota Samarinda,4.8,Tempat Ibadah,Gratis
218,Penangkaran Buaya Makroman,"Semua jenis buaya yang ada di dalam penangkaran ini, adalah jenis buaya yang bisa ditemui di berbagai sungai yang ada di Kalimantan Timur dan juga di beberapa daerah lain di Indonesia, Ada banyak buaya yang bisa anda lihat kalau sedang berkunjung ke penangkaran Makroman. Penangkaran ini tidak hanya mengembangbiakkan satu jenis buaya, namun beberapa jenis buaya.",WISATA BUATAN,Kota Samarinda,4.3,Kebun Binatang,15000
219,Taman Salma Shofa Samarinda,"Taman Salma Shofa adalah taman rekreasi andalan di Samarinda yang cocok untuk keluarga. Keunikan dari taman ini yaitu perpaduan antara ruang terbuka hijau dengan beragam wahana yang ada di dalamya. Berbagai wahana permainan tersaji di tempat ini, mulai dari kolam renang hingga area bersantai dengan pemandangan yang asri. Tempatnya juga sangat luas sehingga wisatawan bisa puas berekreasi di taman ini.",WISATA BUATAN,Kota Samarinda,4.3,Taman,25000
220,Naureen Mini Garden,"Naureen Mini Garden menyediakan daya tarik seperti taman bunga, peternakan lebah, telaga pemancingan, ikan koi dan nila, untuk terapi kaki yang ada di kolam serta sajian kuliner di gazebo maupun di kios tersedia.",WISATA BUATAN,Kota Samarinda,4.5,Taman,10000
221,Kampung Ketupat,Kampung ketupat merupakan salah satu tujuan wisata yang mana hampir seluruh warga masyarakatnya membuat kulit ketupat. Ini  menjadi salah satu daya tarik tersendiri untuk menjadi basis wisata edukasi. ,WISATA EDUKASI,Kota Samarinda,4.5,Kampung,15000
222,Taman Budaya Samarinda,Taman Budaya Samarinda salah satu destinasi yang unik untuk mengenal kebudayaan yang ada di Kalimantan Timur. Taman ini sering menjadi rumah bagi pentas seni dan memiliki gedung-gedung yang unik.,WISATA BUATAN,Kota Samarinda,4.4,Taman,25000
223,Ladang Budaya Tenggarong,"Ladaya Tenggarong dikelola oleh Yayasan Lanjong dan di dalamnya dilengkapi berbagai wahana menarik mulai dari outbound, mini zoo alias kebun binatang mini, paintball, aula, hingga fasilitas penginapan yang dinamakan Rumah Odah Rehat (rumah kayu dengan atap menjuntai).",WISATA BUATAN,Kota Samarinda,4.4,Taman,10000
224,Bukit Selili,"Bukit Selili juga merupakan tempat bersejarah karena memiliki bekas-bekas peninggalan sejarah zaman penjajahan belanda dan Jepang. Di antaranya adalah bekas landasan pesawat terbang dan gua bungker. Menurut penuturan warga, gunung Selili dijadikan benteng pertahanan karena posisinya cukup strategis untuk melakukan pengintaian ke arah hilir sungai mahakam",WISATA ALAM,Kota Samarinda,4.6,Pemandangan Alam,10000
225,Wisata Sawah Betapus,"Ini lokasi sawah, diberi nama Betapus, walau berada di perkotaan ibu kota Provinsi Kalimantan Timur, tempatnya sangat asyik dan nyaman untuk disinggahi. ",WISATA ALAM,Kota Samarinda,4.4,Pemandangan Alam,Gratis
226,Tempat wisata Pemandian Serayu,"Tempat ini merupakan sebuah pemandian yang menyediakan kolam renang dan sudah berdiri sejak tahun 2017. Secara sekilas pemandian ini tidak jauh berbeda dengan tempat pemandian umum yang mungkin sering Anda temukan di kota-kota besar.
Hanya saja, hal yang sedikit membedakan di tempat ini adalah pengunjung bisa berenang sambil menikmati pemandangan indah di sekitarnya. Perlu diketahui bahwa Pemandian Serayu Lestari ada di Kawasan Tanah Merah, Kota Samarinda sehingga beberapa tampilan pegunungan cukup jelas terlihat di sini.",WISATA BUATAN,Kota Samarinda,4.4,Kolam Renang,20000
227,Flyover AIR HITAM,Jembatan layang atau Fly over yang menghubungkan Jalan Aw. Syahranie dengan Jalan Ir Juanda,WISATA BUATAN,Kota Samarinda,4.3,Jembatan,Gratis
228,Wisata tebing lonceng,"Tebing Lonceng menawarkan panorama kota dari ketinggian. Jika hari masih terang, kamu dapat melihat kesibukan kehidupan di kota semisal kapal tongkang yang hilir mudik hingga deretan rumah penduduk. Tentunya kalau kamu datang di malam hari, maka pemandangan aktivitas kota akan digantikan dengan hamparan lampu yang seperti kunang-kunang.",WISATA BUATAN,Kota Samarinda,4.4,Taman,10000
229,Jembatan Mahakam Kembar,"Jembatan yang menghubungkan Samarinda Kota dengan Samarinda Seberang di Kota Samarinda, Kalimantan Timur, Indonesia. Jembatan sepanjang 220 meter ini juga dikenal dengan sebutan Jembatan Kembar karena lokasinya yang persis berada di sisi Jembatan Mahakam/ Jembatan Mahkota I.",WISATA BUATAN,Kota Samarinda,4.5,Jembatan,Gratis
230,Museum Mulawarman,"Museum ini merupakan bekas istana dari Kesultanan Kutai Kartanegara yang dibangun pada tahun 1936 dan diresmikan sebagai Museum Kutai pada tanggal 25 November 1971 oleh Gubernur Abdoel Wahab Sjahranie, lalu diserahterimakan kepada Departemen Pendidikan dan Kebudayaan tanggal 18 Februari 1976 dan berganti nama menjadi Museum Negeri Provinsi Kalimantan Timur ""Mulawarman""",WISATA EDUKASI,Kota Samarinda,4.4,Museum,15000
231,Puncak Samarinda,"Puncak Samarinda sendiri yaitu sekitar 260 meter diatas permukaan laut (mdpl). Bagi Anda yang senang berwisata dengan alam atau hobi mendaki gunung, Puncak ini bisa menjadi destinasi yang wajib dicoba. Menurut warga sekitar, Puncak ini mengandung nilai mistis. Ada dan tidaknya kabut indah disini tergantung dari perbuatan masing-masing pendaki.",WISATA ALAM,Kota Samarinda,4.2,Pemandangan Alam,10000
232,Jembatan Mahakam Ulu,"Jembatan Mahakam Ulu (disingkat Mahulu) adalah sebuah jembatan yang menghubungkan kelurahan Loa Buah, Sungai Kunjang dengan kelurahan Sengkotek, Samarinda Seberang di Kota Samarinda, Kalimantan Timur, Indonesia. Jembatan yang membentang di atas aliran sungai Mahakam ini memiliki panjang keseluruhan sekitar 799 meter.",WISATA BUATAN,Kota Samarinda,4.2,Jembatan,Gratis
233,Kolam Pemandian Serayu Lestari,Pemandian Serayu Lestari menjadi obyek wisata recomended untuk di kunjungi. Bukan tanpa alasan melainkan wisata rekreasi ini menawarkan kelengkapan fasilitas sebagai penunjang keseruan. Bila dicermati konsep destinasi memang begitu terasa dengan pilihan wahana yang sangat lengkap.,WISATA BUATAN,Kota Samarinda,4.4,Kolam Renang,30000
234,wisata Taman Lembah Hijau,Taman Rekreasi Lembah Hijau merupakan salah satu obyek wisata yang banyak dikunjungi oleh wisatawan. Obyek wisata ini merupakan perpaduan wisata alam dengan berbagai sajian atraksi yang disediakan.,WISATA  BUATAN,Kota Samarinda,4.2,Kolam Renang,5000
235,Puncak Steling,Bukit Steling akan terlihat indahnya warna warni lampu pijar jembatan atau kelip cahaya lampu bangunan yang berada di kejauhan. Konon menurut warga setempat bukit cantik ini pernah menjadi pos pantau tentara Belanda.,WISATA  BUATAN,Kota Samarinda,4.6,Pemandangan Alam,10000
236,Kebun Raya Samarinda,"Koleksi flora dan fauna yang ada di Kebun Raya Samarinda ini cukup banyak, ada 24 jenis satwa termasuk yang dilindungi diantaranya adalah buaya, kancil, kuda, orang utan, kuda, elang kepala putih, monyet ekor panjang, burung merak, ular python dan masih banyak lagi hewan lainnya yang menghuni Kebun Raya Samarinda ini. Flora yang ada di tempat ini cukup banyak yaitu terdiri dari pepohonan dan bunga-bunga seperti anggrek hitam yang langka, sebagaian tanaman tersebut dimasukan dalam museum untuk edukasi tanaman-tanaman yang sudah jarang ditemui, sedangkan sebagian lainnya ditanam dilokasi.",WISATA EDUKASI,Kota Samarinda,3.6,Kebun Binatang Raya,15000
237,Kebun Ndesa Tanah Merah,"Pemandangan Kebun Desa masih terasa alami, sejuk, dan hijau karena banyaknya pepohonan.Kebun Desa menawarkan objek wisata pemancingan dan kolam renang (termasuk atraksi mandi salju), tempat berkemah, agrowisata, dan wahana sepeda air.",WISATA BUATAN,Kota Samarinda,4.2,Kolam Renang,25000
238,Dermaga Kapal Wisata Sungai Mahakam,"Rute yang tersedia saat ini berangkat dari dermaga Pasar Pagi, meliputi perjalanan ke Tenggarong, Kutai Lama dan Seputar Samarinda. Rute ke Tenggarong ditempuh dengan waktu perjalanan 5 jam bolak-balik, ditambah dengan wisata ke Pulau Kemala selama 2 jam. Untuk rute Desa Kutai Lama, perjalanan kapal membutuhkan waktu sekitar 3 jam ditambah 2 jam rekreasi di Kutai Lama.  Sementara,  rute seputar Samarinda hanya perlu waktu 3 jam saja dari jam 5 sore hingga jam 7 malam setiap Sabtu dan Minggu. Sangat sempurna untuk dilakukan sambil menikmati saat-saat matahari tenggelam.
",WISATA BAHARI,Kota Samarinda,4.3,pemandangan alam ,50000
239,Kebun Desa,"fasilitas tiga kolam renang dengan fasilitas lain di antaranya agrowisata, wahana sepeda air, dan arena memancing.",WISATA BUATAN,Kota Samarinda,4.6,Pemandangan Alam,25000
240,Bukit Ilalang Palaran,"Bukit Ilalang Palaran ini berlokasi di atas ketinggian bukit, wisata alam ini menyajikan keindahan pesona alam yang luar biasa dan tidak ada duanya. Jika cuaca sedang cerah dan tidak berawan, Anda dapat melihat pemandangan siluet beberapa gunung yang berjejer. Keindahan panorama alam yang tersaji dari rangkaian gunung ini akan semakin indah jika Anda melihatnya pada pagi atau sore hari, yaitu saat matahari terbit atau saat matahari terbenam. Pada saat itu, warna langit melengkapi panorama keindahan yang dapat membuat Anda takjub ketika melihat.",WISATA ALAM,Kota Samarinda,3.9,Pemandangan Alam,Gratis
241,Bukit Biru,Spot terbaik yang ditawarkannya adalah senja kawan. Senja kawan merupakan salah satu kondisi permukaan bawah bukit yang tertutupi oleh awan. Hal inilah yang menjadi alasan banyaknya fotografer mengabadikan momen melalui gambar atau video.,WISATA ALAM,Kota Samarinda,4.5,Pemandangan Alam,5000
242,Sungai Mahakam," Sungai dengan panjang sekitar 920 km ini melintasi wilayah Kabupaten Kutai Barat di bagian hulu, hingga Kabupaten Kutai Kartanegara dan Kota Samarinda di bagian hilir. Di sungai hidup spesies mamalia ikan air tawar yang terancam punah, yakni Pesut Mahakam. Sungai Mahakam sejak dulu hingga saat ini memiliki peranan penting dalam kehidupan masyarakat di sekitarnya sebagai sumber air, potensi perikanan maupun sebagai prasarana transportasi.",WISATA ALAM,Kota Samarinda,4.4,Pemandangan Alam,Gratis
243,Jam Bentong Tenggarong,Jam Bentong (dalam bahasa Kutai) atauJam Besarmerupakan monumen petunjuk waktu yang menjadi ikon Kota Tenggarong dilengkapi taman bunga yang rapih. ,WISATA BUATAN,Kota Samarinda,4.1,Ikon Kota,Gratis
244,Bumi sempaja waterpark,"Bumi Sempaja Waterpark merupakan salah satu wisata air yang terletak di Samarinda. Seperti waterpark pada umumnya, Bumi Sempaja Waterpark juga menyediakan wahana air yang menyenangkan dan mengasyikkan. Didukung dengan harga tiket masuk bumi sempaja waterpark yang murah.",WISATA BUATAN,Kota Samarinda,3.8,Kolam Renang,35000
245,TAMAN VENUS,"Taman satu ini tak hanya untuk rekreasi. Karena juga menawarkan aktivitas edukasi untuk si kecil. Anak anak bisa bermain dengan bebas, terdapat area outbound untuk melatih ketangkasan. Anda tak perlu khawatir si kecil akan kotor, karena areanya dilengkapi dengan rumput sintetis yang bersih.",Wisata Kuliner,Kabupaten Kutai Timur,4.4,Taman,Gratis
246,Taman Bukit Pandang Indah,"Kehadiran Menara Bukit Pandanglah yang menjadi daya tarik utamanya. Pengunjung bisa naik ke atas untuk menikmati pemandangan dari atas ketinggian yang sangat cantik.
Dari atas ketinggian, pengunjung akan dimanjakan dengan panorama hamparan lautan juga kawasan perumahan penduduk. Lokasinya tak jauh dari pusat kota, membuat pengunjungnya tak pernah sepi.",Wisata Kuliner,Kabupaten Kutai Timur,4.4,Taman,Gratis
247,Tanjung Bara Aquatic,Pantai Tanjung Bara juga dikenal dengan nama Pantai Aquatic merupakan kawasan pantai yang terletak di dalam wilayah PT KPC. Pantai Tanjung Bara memberikan panorama pemandangan langusung ke laut Makassar. Tak hanya itu pantai tanjung bara juga meruapakan kawasan pantai yang masih sangat sejuk karena dikelilingi oleh hutan bakau.,Wisata Bahari,Kabupaten Kutai Timur,4.3,Pantai,10000
248,Wisata Alam Prevab TNKutai,"Objek wisata yang lokasinya cukup tersembunyi ini merupakan habitat orangutan sub spesies morio (Pongo pygmaeusmorio) yang hanya dijumpai di Kalimantan bagian timur. Orangutan morio memiliki bulu berwarna coklat kehitaman dengan rahang paling besar dan otak paling kecil. Orangutan ini mampu bertahan pada kondisi yang ekstrem, seperti kemarau yang panjang, pakan yang terbatas dan pergerakan yang kurang. Keberadaan orangutan liar di habitat aslinya ini telah menarik minat banyak wisatawan untuk mengunjungi kawasan ini, khususnya wisatawan mancanegara.",Wisata Alam,Kabupaten Kutai Timur,4.6,Kebun binatang,Gratis
249,Pantai Kenyamukan,"Pantai Kenyamukan ini sendiri merupakan pantai yang memiliki garis pantai yang tidak terlalu panjang, hanya sekitar 50 meter secara keseluruhan. Jam operasional dari Pantai Kenyamukan ini adalah mulai dari 07.00 hingga pukul 22.00 dan hingga saat ini belum memperbolehkan adanya camp di daerah tersebut. ",Wisata Bahari,Kabupaten Kutai Timur,4,Pantai,Gratis
250,Pantai Teluk Lombok,Pantai Teluk Lombok merupakan kawasan pantai yang menyajikan pemandangan laut dan pantai yang khas sebagai menu utamanya. Lokasi pantai ini juga tidaklah begitu jauh dari pusat perkotaan. Anda hanya perlu menempuh jarak kurang lebih 15 kilometer untuk menuju lokasi pantai tersebut.,Wisata Bahari,Kabupaten Kutai Timur,4,Pantai,Gratis
251,Pulau Miang,Pulau ini menyajikan pemandangan bawah laut yang sangat memanjakan mata dan membuat Anda akan sangat malas untuk naik ke daratan untuk beberapa saat. Pulau ini memiliki populasi kurang lebih 500 jiwa dan dapat diakses dengan waktu tempuh kurang lebih selama 45 menit hingga satu jam.,Wisata Bahari,Kabupaten Kutai Timur,4.2,Pantai,Gratis
252,Pantai Indah Teluk Kaba Kaltim Indonesia,Yang membuat pantai ini menjadi salah satu pantai yang cukup unik yang berada di Sangatta adalah karena pantai ini dikelilingi oleh vegetasi bakau. Vegetasi bakau  tersebut juga merupakan vegetasi yang masih sangat alami sehingga kesan alam dari pantai ini masih sangat terasa.,Wisata Bahari,Kabupaten Kutai Timur,4.2,Pantai,5000
253,Pemandian Air Panas Batu Lepoq,Sumber air panas ini banyak dijadikan tempat singgah untuk mereka yang sedang menuju ke Sangatta dari Berau. Anda bisa menikmati alam yang masih asri sembari merilekskan tubuh yang lelah. Sumber air panas ini merupakan sumber air panas alami.,Wisata Alam,Kabupaten Kutai Timur,4.1,Pemandian Air Panas,15000
254,Bukit Kusnodo,"Ini salah satu titik tertinggi di kota bontang. Disini bisa melihat panorama yang kereeen sekali. Baik sunrise atau sunset, bisa dinikmati dari atas sini. Bisa juga untuk jogging track. Disarankan, jangan ke sini disaaat malam karena tidak ada penerangan.",Wisata Alam,Kabupaten Kutai Timur,4.4,Bukit,Gratis
255,Tangga Bidadari,"Tangga Bidadari merupakan air terjun yang sangat indah di Selangkau. Dinamakan dengan Tangga Bidadari, karena air terjunnya berundak dengan air yang begitu jernih. Bebatuan karst yang menjadi pijakan dari aliran ini menambah keindahannya. Anda akan disajikan dengan alam yang masih asri dan tenang dengan pepohonan rimbun yang membuat udaranya sejuk.",Wisata Alam,Kabupaten Kutai Timur,4.3,Air Terjun,0
256,Pantai Pasir Putih Sangkima,"pantai ini tidak kalah dengan destinasi wisata di kota lain. Banyak kearifan lokal yang menjadi daya jual. 
Selain pasir putihnya, disini juga ada bekantan, mangrove, dan pohon pinus yang tertata rapi.",Wisata Bahari,Kabupaten Kutai Timur,4.2,Pantai,0
257,Sekerat,"Ketika hendak mencari sumber mata air Sekerat ini, tidak hanya kejernian dari air gunung yang didapatkan, akan dijumpai juga pemandangan hutan yang masih asri dengan satwa-satwa yang masih alami di dalamnya. Pemandangan gunung terlihat di dalam hutan menuju sumber mata air ini juga akan memanjakan mata. Tentu saja air dari sumber mata air ini sangatlah segar jika diminum.",Wisata Bahari,Kabupaten Kutai Timur,4.1,Pemandangan alam,Gratis
